pedestrian_id,frame,x,y,scene
1,377,3.1152756610879218,15.0,eth
1,378,2.9845451985309817,14.548921602644953,eth
1,379,2.914837086278569,14.119234582340658,eth
1,380,2.7848985234991463,13.677748358302992,eth
1,381,2.7160123215326037,13.176230398837777,eth
1,382,2.636755083663419,12.785868745796773,eth
1,383,2.5039023626396437,12.46436694222431,eth
1,384,2.5537496645326763,12.106619704441073,eth
1,385,2.495647580647255,11.735072024098397,eth
1,386,2.4815327683755197,11.344448646918186,eth
1,387,2.367350927562269,10.914292152708557,eth
1,388,2.304304468568536,10.486876068193125,eth
1,389,2.29248226603935,10.112889818968574,eth
1,390,2.2716682229234997,9.744915528275614,eth
1,391,2.2463568411890664,9.334736023091542,eth
1,392,2.280619544041811,8.912796187389523,eth
1,393,2.166994233341361,8.507801717274573,eth
1,394,2.1214256433080325,8.046251357682669,eth
1,395,2.0603049745643256,7.656253304803866,eth
1,396,1.9781877390348335,7.135584003181964,eth
2,490,20.0,12.487269595865746,eth
2,491,19.40428013064108,12.58897715343824,eth
2,492,18.952310904799173,12.595540809998585,eth
2,493,18.451815093120057,12.555356998978635,eth
2,494,17.85809970836342,12.4850150430058,eth
2,495,17.32889884423956,12.536592302490332,eth
2,496,16.80561930342548,12.502725952346381,eth
2,497,16.255359707415586,12.478418991371274,eth
2,498,15.708256403901947,12.501882371416096,eth
2,499,15.11125233913425,12.709194830534859,eth
2,500,14.623822199244117,12.719086914209432,eth
2,501,14.129185207938495,12.72812160558991,eth
2,502,13.578697872241543,12.748236066570685,eth
2,503,12.984552786429235,12.815986990512101,eth
2,504,12.51106654286986,12.936094979281737,eth
2,505,12.058817851086946,13.04254230964639,eth
2,506,11.5349097020844,13.082870499960224,eth
2,507,11.040926270375763,13.11480710257069,eth
2,508,10.584075661085716,13.095587325968888,eth
2,509,10.095015732241947,13.023961673392439,eth
3,53,20.0,1.803813016937198,eth
3,54,19.496141010245676,1.7736267382857922,eth
3,55,18.890484197454654,1.7106141594876378,eth
3,56,18.36541343094354,1.658306788764175,eth
3,57,17.78421220483419,1.552803175348662,eth
3,58,17.234655632166458,1.5150329007881782,eth
3,59,16.650094290242233,1.4952639626240654,eth
3,60,16.09009204700954,1.424764286493625,eth
3,61,15.509082987172635,1.4014895229167252,eth
3,62,14.9488450641208,1.3120514419054363,eth
3,63,14.467898604671497,1.1936237700479906,eth
3,64,13.782084149091938,1.2094531915569846,eth
3,65,13.247942456442145,1.1766583222718385,eth
3,66,12.624614724120011,1.0871015222717038,eth
3,67,12.08288757977739,1.0582987408994597,eth
3,68,11.54499269839255,0.9790963515714356,eth
3,69,10.990700328937157,0.8841987475369851,eth
3,70,10.457653783430905,0.7979068657952204,eth
3,71,9.846363706370909,0.7614089765777368,eth
3,72,9.276444321436067,0.6979275517495052,eth
4,383,7.1034522833689255,0.0,eth
4,384,7.197818896059491,0.5785770723927902,eth
4,385,7.352585905462283,1.1222634446721167,eth
4,386,7.39015799649182,1.728835375601804,eth
4,387,7.418848050851978,2.1931069959398277,eth
4,388,7.518394797205327,2.6701447051851703,eth
4,389,7.619800992999819,3.2990975107701326,eth
4,390,7.735124904749945,3.863143939410151,eth
4,391,7.9039879777448965,4.373144423147682,eth
4,392,8.011603472680292,4.830751764968816,eth
4,393,8.164344777535298,5.3420710807921825,eth
4,394,8.30846386238048,5.890077599088464,eth
4,395,8.36628734906709,6.4783957331426,eth
4,396,8.420284457111357,7.072549791564636,eth
4,397,8.486022133212177,7.638525554745389,eth
4,398,8.637919818545926,8.289226133980694,eth
4,399,8.801246798424955,8.797913674547999,eth
4,400,8.943146541436905,9.380971556698594,eth
4,401,9.069828198525329,9.895280730515218,eth
4,402,9.147334501864687,10.458956476779022,eth
